,Codigo_Aviso,Valor_UF
391,5862222,8821.68
392,6626542,6301.2
393,6191776,29000.0
394,6403421,1417.77
395,6711435,14950.0
396,6429157,7490.0
397,6089925,7350.0
398,6279606,8500.0
399,6356478,2993.07
400,6112461,4410.84
401,6729096,8116.0
402,6182182,4100.0
403,6489958,16800.0
404,6710570,2362.95
405,6616419,15250.0
406,6265980,2772.53
407,5964993,11507.0
408,6496874,1953.37
409,6350164,5500.0
410,6302658,4410.84
411,5037346,10950.0
412,4720439,11550.0
413,6833795,5040.96
414,5965444,2600.0
415,6410752,2362.95
416,2850318,9294.27
417,3949389,16900.0
418,6355368,4253.31
419,6501379,18400.0
420,6700805,4095.78
421,6833589,1890.36
422,5326917,42000.0
423,6399894,2158.16
424,3020452,16000.0
425,5433120,16500.0
426,5471130,4568.37
427,5036388,5513.55
428,6701175,3087.59
429,6423076,2583.49
430,6626015,4253.31
431,5940836,3213.61
432,6717456,4095.78
433,6127205,45500.0
434,6560112,23000.0
435,6820532,2457.47
436,5423078,4850.0
437,5027375,5356.02
438,6510558,4977.95
439,6000091,2835.54
440,4681192,13700.0
441,6512775,2583.49
442,6554667,12444.86
443,6117158,2520.48
444,6514935,4300.0
445,6511088,6773.79
446,6621326,4883.43
447,6023915,5513.55
448,6117191,13500.0
449,5650077,5040.96
450,6389658,1858.85
451,6190313,45800.0
452,6178411,4158.79
453,2897721,29990.0
454,5079959,16698.17
455,6329287,1902.96
456,6115359,8990.0
457,6511574,13390.0
458,6779439,5671.08
459,5657022,17000.0
460,5100069,11600.0
461,5078236,3402.65
462,6624682,1260.24
463,2272898,14807.81
464,6655859,4422.0
465,6288834,2205.42
466,6443381,3245.12
467,6702994,28000.0
468,5039289,6616.26
469,6832658,2678.01
470,4073186,3308.13
471,3360380,6700.0
472,5434061,13000.0
473,6725445,4100.0
474,6116118,6750.0
475,1801206,33000.0
476,6462068,4160.0
477,5866235,7561.44
478,5836233,7290.0
479,5760004,2331.44
480,5810959,15311.91
481,6728798,2205.42
482,6775471,4347.83
483,6503566,10990.0
484,5662217,2457.47
485,6832632,1417.77
486,6726989,25000.0
487,6291665,2800.0
488,6500313,9990.0
489,5569214,7876.5
490,6775305,4347.83
491,6820396,5500.0
492,6037604,2268.43
493,6832322,15200.0
494,6728810,1575.3
495,6343322,6950.0
496,6724713,12200.0
497,6775234,2047.89
498,6251270,4158.79
499,5694787,10600.0
500,4826573,3402.65
501,5918832,2205.42
502,6729667,17000.0
503,6353492,17450.0
504,6512977,5671.08
505,6775203,1575.3
506,6251239,4883.43
507,6600928,5352.87
508,5322482,2835.54
509,6831830,1560.0
510,6836377,2508.0
511,6508809,7876.5
512,5901411,8506.62
513,5125446,1732.83
514,5957648,2457.47
515,6079747,3623.19
516,6602494,11500.0
517,6831808,4568.37
518,6836370,3944.0
519,4899544,5513.55
520,5881376,33000.0
521,6393175,4900.0
522,4643030,4253.31
523,6185878,5850.0
524,4771520,17750.0
525,6831789,4550.0
526,6836361,5048.0
527,6365845,2520.48
528,6834867,3150.6
529,6641660,6800.0
530,5992530,1197.23
531,6101246,15500.0
532,6060545,25500.0
533,6831758,1638.31
534,5952648,47900.0
535,1007205,14965.34
536,5713401,7088.85
537,6753942,8590.0
538,6106727,4400.0
539,5821265,13889.0
540,5821248,21650.0
541,6560078,1732.83
542,5862268,4032.77
543,6360871,19200.0
544,6202179,6190.0
545,6133981,12600.0
546,6106699,9350.0
547,6596471,14000.0
548,5874028,5400.0
549,6831687,2205.42
550,5733182,2142.41
551,6028680,8750.0
552,6727475,2993.07
553,6211465,6931.32
554,6100906,3465.66
555,6351880,8038.0
556,5084617,11027.1
557,5644393,28000.0
558,5718437,5797.1
559,6026250,13500.0
560,5895241,14200.0
561,5877070,1890.36
562,3140283,21450.0
563,6151107,16800.0
564,6019825,19500.0
565,6426276,23000.0
566,6181535,3938.25
567,5967559,19900.0
568,6726287,8000.0
569,5957735,2520.48
570,5928498,7300.0
571,6187408,16500.0
572,6606001,4410.84
573,5434234,8000.0
574,6367307,25000.0
575,5607389,3308.13
576,6724605,8500.0
577,6029530,2898.55
578,5928432,7700.0
579,6397272,4410.84
580,6169105,1669.82
581,5425813,23000.0
582,4777324,5671.08
583,6429133,8500.0
584,5911952,35900.0
585,6112557,1417.77
586,5248699,2520.16
587,6712912,2205.42
588,6812804,5009.45
589,5900364,23000.0
590,6507231,9700.0
591,6714374,4032.77
592,6122897,5671.08
593,6640049,5324.51
594,5226213,8500.0
595,4659530,11027.1
596,6601030,12172.0
597,6585910,5990.0
598,6835878,3850.0
599,5758532,22900.0
600,6727250,4110.0
601,4870914,9900.0
602,4985038,3465.66
603,6753118,2205.42
604,6454023,16800.0
605,5432840,13642.0
606,6190283,11900.0
607,5021067,28000.0
608,2470109,16000.0
609,6739305,5356.02
610,6841202,1858.85
611,6703504,27000.0
612,6598693,3780.72
613,4594432,10300.0
614,6835794,10964.08
615,5495054,5986.14
616,6404302,1512.29
617,5395066,6143.67
618,6840682,88.22
619,6523751,7800.0
620,6603773,8440.0
621,5791525,17840.0
622,6835764,4043.0
623,6030630,2394.45
624,5822666,19845.62
625,6551857,8130.0
626,6509817,5986.14
627,5607090,4410.84
628,6703112,12900.0
629,5901741,2520.48
630,6432828,2362.95
631,5552618,21700.0
632,6617376,9675.0
633,6619743,49000.0
634,6840370,4880.0
635,5827850,8979.21
636,6597204,7200.0
637,6610383,6000.0
638,4782673,4095.78
639,5944116,2678.01
640,5696638,3308.13
641,6734573,1260.24
642,6840352,11350.0
643,4026704,4410.84
644,6710814,4000.0
645,4650727,29800.0
646,6398362,12287.33
647,6712966,10000.0
648,5650043,7876.5
649,6211455,4410.84
650,6840105,35000.0
651,5100174,7095.0
652,6604296,14177.69
653,5284704,5100.0
654,6835608,2899.0
655,5765503,2142.41
656,6727333,2993.07
657,6188791,6143.67
658,5639762,5324.51
659,6555313,1910.0
660,6065270,8400.0
661,5006901,5608.07
662,6835588,6500.0
663,6713379,11900.0
664,6509406,4354.76
665,6138806,6931.32
666,6731976,5482.04
667,5044797,17840.0
668,6022422,8500.0
669,6040270,3780.72
670,6835447,1732.83
671,6503447,16200.0
672,6492896,4350.0
673,6015135,3090.0
674,3941546,12602.39
675,6713064,6931.32
676,6701144,4095.78
677,6831051,4000.0
678,6122869,2520.48
679,3890661,4395.09
680,6122708,12500.0
681,5471395,2835.54
682,5910747,12299.0
683,6007133,140000.0
684,6566327,13390.0
685,5270436,19490.0
686,6720150,17500.0
687,5310230,11200.0
688,6512255,21950.0
689,5580477,4158.79
690,6625138,75000.0
691,6132849,7088.85
692,6704882,5040.96
693,5429582,25900.0
694,6560053,3780.72
695,6420728,3308.13
696,6191879,17000.0
697,5772872,3087.59
698,6626084,2362.95
699,6708451,6500.0
700,6711414,5356.02
701,5892952,2993.07
702,6040293,5040.96
703,6529581,4095.78
704,6450010,29900.0
705,6723321,3938.25
706,6628845,50000.0
707,6603879,17190.0
708,6249424,16800.0
709,6830784,5150.0
710,6404295,2189.67
711,6343462,21000.0
712,6511175,4095.78
713,6723041,8100.0
714,6621223,2150.0
715,6122745,24100.0
716,5557393,6900.0
717,6830738,7246.38
718,4821213,13800.0
719,6204827,17950.0
720,3945167,15900.0
721,6712331,7000.0
722,6533029,12900.0
723,6599700,6301.2
724,6701250,11500.0
725,6830722,3465.66
726,6263043,5991.0
727,6556684,1512.29
728,6351630,10500.0
729,6336980,2520.48
730,6513037,3150.6
731,6599726,6301.2
732,5376309,20500.0
733,6830458,23950.0
734,6725343,5380.0
735,6032970,5671.08
736,6615156,1606.81
737,6337217,6143.67
738,6624825,12500.0
739,6610002,16800.0
740,2968947,20893.9
741,6830354,2993.07
742,5881334,45000.0
743,6823976,12800.0
744,6353217,9451.8
745,6474495,3623.19
746,5896126,15000.0
747,5723212,2362.95
748,5100336,9500.0
749,6830328,5041.0
750,5660697,9136.74
751,6717994,9000.0
752,6353235,3387.0
753,5968574,4200.0
754,5637323,2615.0
755,6601028,5040.96
756,5357640,23900.0
757,5079793,5482.04
758,5832143,18500.0
759,6823826,5040.96
760,6722228,2400.0
761,6700046,5525.0
762,6731816,8191.56
763,6194829,3780.72
764,6700872,34000.0
765,5866265,3938.25
766,6509716,1937.62
767,5662847,4568.37
768,6617958,5434.78
769,6709587,1795.84
770,6509551,7971.01
771,1933271,25000.0
772,6604325,4095.78
773,6830064,14500.0
774,6508027,5500.0
775,6823722,4410.84
776,5738773,10900.0
777,6059114,9250.0
778,6839656,4253.31
779,6499035,3030.0
780,5823603,3780.72
781,6829957,3300.0
782,5828014,5671.08
783,6713354,14150.0
784,6724900,8116.0
785,5846290,8750.0
786,6088684,1984.88
787,5627077,16000.0
788,5916768,2615.0
789,4889343,12250.0
790,6729269,3300.0
791,6704681,9609.33
792,6351510,21700.0
793,5680194,6780.0
794,6414550,16000.0
795,6818388,12600.0
796,6514395,3299.0
797,6829448,2206.0
798,6724347,5354.0
799,6823473,2520.48
800,6729013,2678.01
801,5656304,8590.0
802,6625426,6931.32
803,6419749,4253.31
804,6604302,4253.31
805,6551900,0.15
806,6361413,23800.0
807,6823379,2268.43
808,5681596,4253.31
809,6466836,4032.77
810,6621239,4735.0
811,6818301,1953.37
812,6183052,7990.0
813,6829268,5840.0
814,6506352,2392.0
815,6823240,2748.0
816,6511188,12689.1
817,6699527,9900.0
818,6433914,14505.0
819,6818267,5352.87
820,3728591,44890.0
821,6828498,3760.0
822,6282944,1669.82
823,6823215,6990.0
824,5714091,19500.0
825,6661069,0.75
826,6732018,5671.08
827,6818237,2632.02
828,6704958,25500.0
829,6828445,2050.0
830,6557679,23000.0
831,6823038,7500.0
832,5812872,13500.0
833,6672251,2741.02
834,6346862,21000.0
835,6818208,5043.88
836,6597966,8191.56
837,6717167,2835.54
838,6351961,10950.0
839,6822914,4631.38
840,6722531,13100.0
841,6399440,3087.59
842,6839400,5828.61
843,6443882,12900.0
844,6604773,3780.72
845,6827947,3308.13
846,5637341,6301.2
847,6033397,22500.0
848,6009959,2678.01
849,6111339,2205.42
850,6131096,10239.45
851,6818137,9136.74
852,6820048,2613.0
853,5866256,3938.25
854,6725465,6458.73
855,6822742,12900.0
856,6426487,2993.07
857,6000528,1480.78
858,6731133,2047.89
859,5643279,16800.0
860,6343435,18990.0
861,6827777,2678.01
862,6726447,2933.0
863,6822508,2678.01
864,6560100,5040.96
865,6692437,14000.0
866,5571227,3843.73
867,5857453,4725.9
868,4212191,1732.83
869,6827742,2678.01
870,4880189,3528.67
871,5839693,1890.36
872,5838009,4410.84
873,6692129,22990.0
874,6624511,14505.0
875,1367271,16000.0
876,5698655,6300.0
877,6827718,19500.0
878,6095591,23800.0
879,6712942,6500.0
880,6263547,4095.78
881,6685274,5143.0
882,6732039,6458.73
883,6022822,2205.42
884,5890728,4313.17
885,6433832,7246.38
886,6148601,7246.38
887,6326454,1827.35
888,6429425,12500.0
889,5945725,4150.0
890,6621304,3170.0
891,6704634,2110.9
892,6691950,5828.61
893,6827291,3900.0
894,5952713,39500.0
895,6689290,4883.43
896,5650060,4725.9
897,6683143,2252.68
898,5269300,48146.0
899,5094238,28279.0
900,4899255,3087.59
901,5633758,3339.63
902,6183086,3401.0
903,5497553,1827.35
904,5716956,19700.0
905,6054321,15000.0
906,6353200,5513.55
907,6817828,4725.9
908,5571796,16800.0
909,6065391,2930.0
910,6720352,9750.0
911,6821620,4410.84
912,6358662,26000.0
913,5058991,6500.0
914,6513096,4347.83
915,6817726,2835.54
916,6710593,4419.0
917,4812683,4020.0
918,6060855,4253.31
919,6821528,2750.0
920,6122872,4224.0
921,5449794,3087.59
922,6731362,4942.66
923,6817627,17300.0
924,6710542,9154.0
925,6826391,16490.0
926,5321651,4095.78
927,6707500,50000.0
928,6265986,2047.89
929,6682214,5671.08
930,6145024,2835.54
931,6817618,7246.38
932,5694818,12500.0
933,6609989,11700.0
934,6120968,19000.0
935,6821507,8191.56
936,3383953,16890.0
937,5935088,2299.94
938,6120316,6616.26
939,6817549,5828.61
940,6228948,3830.0
941,6826372,23900.0
942,6505987,13260.0
943,6400624,3623.19
944,6511118,9766.86
945,6415207,3560.18
946,5713125,17200.0
947,6708633,6300.0
948,3506340,8349.09
949,6826354,9800.0
950,5951705,5198.49
951,6821479,22300.0
952,6350721,4032.77
953,6463109,2110.9
954,6838872,2520.48
955,6817242,9750.0
956,6037354,11000.0
957,5854809,22900.0
958,6789937,4253.31
959,6821433,20400.0
960,6728919,6990.0
961,6672104,3717.71
962,6372367,44900.0
963,6817236,3150.6
964,6074953,7277.88
965,6826166,6931.32
966,5859251,42000.0
967,6821328,4253.31
968,6511215,4284.81
969,6674252,3000.0
970,6732255,78795.4
971,6817145,6.3
972,6327159,16800.0
973,6826156,2457.47
974,6511096,10775.67
975,6821285,29000.0
976,6509705,3780.72
977,5074842,4253.31
978,6621459,9500.0
979,6816945,26800.0
980,5627119,19800.0
981,6826128,11000.0
982,6511413,2362.95
983,4903783,13500.0
984,4958532,16900.0
985,6667405,54990.0
986,5969102,15500.0
987,6816818,12500.0
988,5365199,2583.49
989,6826086,5671.08
990,6187017,28200.0
991,5931674,9294.27
992,6722215,20000.0
993,6175452,4883.43
994,5757261,7876.5
995,6701058,4095.78
996,6711539,3800.0
997,6826068,15780.0
998,6618158,10081.92
999,6820964,4668.0
1000,6721604,6301.2
1001,5904552,8222.0
1002,6837115,14500.0
1003,5588296,13400.0
1004,5623720,23500.0
1005,6826021,2993.07
1006,5918844,2678.01
1007,6624848,7800.0
1008,6617802,2835.22
1009,5904569,5950.0
1010,5709140,3950.0
1011,6816710,2840.0
1012,6704949,3226.0
1013,6825934,7876.5
1014,2362615,27000.0
1015,6820832,4440.0
1016,6615308,9500.0
1017,5863650,3056.08
1018,6466007,4095.78
1019,6493302,4725.9
1020,6077151,24573.0
1021,6426529,2700.0
1022,5437093,7400.0
1023,6820819,4470.7
1024,4753713,4410.84
1025,5585730,4900.0
1026,6629148,4253.31
1027,6555392,9500.0
1028,6656398,3780.72
1029,6825892,38000.0
1030,6118635,1827.35
1031,2924764,7325.14
1032,5952738,35990.0
1033,6274393,7561.44
1034,6362337,2331.44
1035,6708425,2500.0
1036,5614362,25000.0
1037,6825790,12990.0
1038,5930491,5000.0
1039,5881846,4725.9
1040,5314719,10300.0
1041,6697977,1575.3
1042,5819293,21000.0
1043,5280817,25100.0
1044,6256376,4193.0
1045,6079585,6000.0
1046,5954786,10950.0
1047,6681809,8210.57
1048,6816422,85000.0
1049,6416840,16000.0
1050,6288633,24500.0
1051,6397849,12500.0
1052,6466848,7876.5
1053,6793133,5671.08
1054,6666217,33000.0
1055,6083949,3700.0
1056,6816371,7400.0
1057,5998727,3250.0
1058,3578151,3465.66
1059,5168945,18450.0
1060,5222007,22000.0
1061,3794740,10400.0
1062,6097439,25900.0
1063,6680360,19900.0
1064,6065246,7100.0
1065,3952452,1890.36
1066,6112393,3780.72
1067,6340008,49000.0
1068,6328334,3465.66
1069,6792901,6143.67
1070,6250380,2678.01
1071,5612421,6300.88
1072,4052264,1575.3
1073,5973458,2047.89
1074,6288550,20000.0
1075,6342811,2299.94
1076,6800303,2394.45
1077,6792879,4568.37
1078,6401233,41394.0
1079,6570634,7876.5
1080,6696943,20700.0
1081,5514220,4700.0
1082,6397312,4914.0
1083,6602132,3200.0
1084,6691143,15000.0
1085,3124689,10855.0
1086,3391200,65000.0
1087,6085174,5198.49
1088,6815903,2142.41
1089,5309467,4410.84
1090,5832287,14000.0
1091,6310943,15500.0
1092,5815497,42990.0
1093,6792857,8300.0
1094,6401353,41639.0
1095,6123332,5040.96
1096,5100235,13500.0
1097,5809572,20400.0
1098,6099377,11027.1
1099,6696305,6100.0
1100,6407854,9500.0
1101,6100059,17000.0
1102,6325062,6269.69
1103,5985173,28000.0
1104,3138823,7900.0
1105,3470325,62000.0
1106,6180507,20500.0
1107,6693828,2425.96
1108,6169591,1102.71
1109,6792520,2500.0
1110,6574671,2600.0
1111,6563658,4095.78
1112,6703462,13500.0
1113,5305815,2993.07
1114,1796413,9590.0
1115,6696600,25000.0
1116,5064173,11027.1
1117,6791790,2993.07
1118,6544124,11000.0
1119,6401257,41394.0
1120,6477004,5595.0
1121,6599864,7561.44
1122,4881365,5720.0
1123,6066241,30400.0
1124,6343400,33500.0
1125,5427067,3465.66
1126,5944802,1650.0
1127,6561014,5513.55
1128,6706785,10950.0
1129,5180209,17200.0
1130,5507019,10600.0
1131,5474223,5671.08
1132,6250355,4253.31
1133,6400877,7246.38
1134,5460491,5671.08
1135,6099566,24000.0
1136,6712367,27000.0
1137,5633688,1575.3
1138,6339943,22000.0
1139,6598438,23900.0
1140,6248549,7980.0
1141,6792151,19400.0
1142,6405290,9451.8
1143,6581951,3290.0
1144,6815433,20000.0
1145,4949728,4253.31
1146,3320279,13232.51
1147,6696285,15000.0
1148,6716905,9000.0
1149,6792085,49900.0
1150,6167000,2800.0
1151,6276589,13645.0
1152,6815369,8191.56
1153,6384336,19900.0
1154,4782427,26000.0
1155,5276542,4095.78
1156,3477753,15018.0
1157,5442433,5293.01
1158,5087311,6620.0
1159,6475055,33500.0
1160,6362643,27500.0
1161,4810295,3380.0
1162,6358557,17800.0
1163,4900631,19800.0
1164,6098347,10500.0
1165,6791760,0.14
1166,5751088,6000.0
1167,5955344,14177.69
1168,5160022,28900.0
1169,5910529,15700.0
1170,5402589,4883.43
1171,2909178,4725.9
1172,6492108,2205.42
1173,6095681,23000.0
1174,5954532,16500.0
1175,6086965,10554.51
1176,6815125,3308.13
1177,6261392,17000.0
1178,6341861,3938.25
1179,5620460,4020.0
1180,6422419,24500.0
1181,6791829,14000.0
1182,3373528,13900.0
1183,6405365,3150.6
1184,6814999,10950.0
1185,5756767,2709.51
1186,6057412,6375.0
1187,6088491,29800.0
1188,4949597,15500.0
1189,6583743,3200.0
1190,4615748,27500.0
1191,5358547,16000.0
1192,6814964,9300.0
1193,6604233,3938.25
1194,4902133,2678.01
1195,5047069,5671.08
1196,4073176,2362.95
1197,6791345,5899.0
1198,5460405,16400.0
1199,6313800,12100.0
1200,3693744,2835.54
1201,6693792,3250.0
1202,5094346,14500.0
1203,5099946,19500.0
1204,6179575,15000.0
1205,6791243,27800.0
1206,3014899,15000.0
1207,6449717,20500.0
1208,6590129,2804.03
1209,5555350,13800.0
1210,6809951,4568.37
1211,6008474,25000.0
1212,6692053,5765.6
1213,5288022,2205.42
1214,6405300,1732.83
1215,6079901,10680.53
1216,6814856,6931.32
1217,5808276,7300.0
1218,6058412,4410.84
1219,5055154,2741.02
1220,5111283,5671.08
1221,6791169,7643.0
1222,6788038,2550.0
1223,5808558,16300.0
1224,5099856,60000.0
1225,6180755,35850.0
1226,5623777,10081.92
1227,5514287,1345.0
1228,6098458,12990.0
1229,6791073,6490.0
1230,6788026,2351.0
1231,6384461,2993.07
1232,6814750,3022.0
1233,6374624,2788.28
1234,5143044,13000.0
1235,6693844,3152.0
1236,6690034,17384.0
1237,6409191,4990.0
1238,6788008,18700.0
1239,6122818,2520.48
1240,6814463,25000.0
1241,6160974,1953.37
1242,5841122,4190.3
1243,6335289,32500.0
1244,5954494,20900.0
