,Codigo_Aviso,Valor_CLP
249,6789219,200000000.0
250,6810221,81032220.0
251,5808249,250000000.0
252,6610733,112700000.0
253,6023575,109900000.0
254,5628611,418968000.0
255,6367823,920460000.0
256,4690509,400000000.0
257,5646284,750000000.0
258,4838677,126642600.0
259,6601205,44999990.0
260,6609680,364692600.0
261,6022837,82000000.0
262,5334587,220000000.0
263,5715362,220676159.0
264,6181250,196788000.0
265,5973260,640000000.0
266,6547282,118000000.0
267,6111575,436425000.0
268,6719759,300000000.0
269,6818705,174000000.0
270,6513081,262000000.0
271,6621195,123786000.0
272,5054707,107916000.0
273,5771611,65000000.0
274,6547305,78000000.0
275,6180456,100000000.0
276,6825033,80000000.0
277,6065310,533232000.0
278,6721590,75000000.0
279,6007807,876182700.0
280,6491350,150000000.0
281,6726246,476100000.0
282,5058701,102000000.0
283,5965354,169396380.0
284,6693781,658605000.0
285,5598978,558624000.0
286,4966489,120000000.0
287,4823949,1460040000.0
288,6474890,480000000.0
289,5701773,232749420.0
290,5211953,135000000.0
291,6608339,507840000.0
292,5445523,384054000.0
293,4788551,235000000.0
294,6618098,777630000.0
295,6509682,194522000.0
296,6467158,90000000.0
297,6581931,316130400.0
298,5462112,45000000.0
299,6604311,55000000.0
300,2935623,196000000.0
301,6707786,589000000.0
302,5177408,476100000.0
303,6626000,170000000.0
304,6457438,139600000.0
305,3417405,333270000.0
306,6661689,872850000.0
307,6604888,249000000.0
308,6824857,63480000.0
309,6359377,158382600.0
310,3676082,793500000.0
311,6514336,180000000.0
312,5890400,89000000.0
313,6511151,280000000.0
314,5400145,65000000.0
315,5115641,421031100.0
316,6182274,190440000.0
317,6332316,293595000.0
318,6024612,138005520.0
319,6731516,160000000.0
320,6144160,142830000.0
321,6615017,75668160.0
322,6682584,1079160000.0
323,6453979,533232000.0
324,6719095,825240000.0
325,5952940,80000000.0
326,5614315,400000000.0
327,6632126,136482000.0
328,6004808,480000000.0
329,6776151,85000000.0
330,6775181,68000000.0
331,6700709,491970000.0
332,6717594,250000000.0
333,6061089,198375000.0
334,6722295,170000000.0
335,6433906,336444000.0
336,6457464,428490000.0
337,6616214,278994600.0
338,2988676,476100000.0
339,5736052,507840000.0
340,6824390,145000000.0
341,6700582,299784300.0
342,6720349,396718260.0
343,6433986,106000000.0
344,6457047,125000000.0
345,6509674,58000000.0
346,2577059,96807000.0
347,3109583,300000000.0
348,6712934,95918280.0
349,5891319,94902600.0
350,6834457,300000000.0
351,6514704,300000000.0
352,6128942,140000000.0
353,6506227,260000000.0
354,3154705,264330720.0
355,5636677,88000000.0
356,4958510,476100000.0
357,4929761,124769940.0
358,6722305,150000000.0
359,5580645,768108000.0
360,5389917,85000000.0
361,6027751,55000000.0
362,6018836,140000000.0
363,3556511,504666000.0
364,6701000,593538000.0
365,6834313,88872000.0
366,5331266,507840000.0
367,5363152,761760000.0
368,3020458,470000000.0
369,6512748,165000000.0
370,6651223,107000000.0
371,6701125,377706000.0
372,6528195,411033000.0
373,6834307,75000000.0
374,3429503,158700000.0
375,4966205,174570000.0
376,6399419,70000000.0
377,6724093,215197200.0
378,6789480,89900000.0
379,4942750,85000000.0
380,5624618,1174380000.0
381,6834201,282486000.0
382,6351660,676062000.0
383,5992878,115000000.0
384,6397192,148000000.0
385,6729778,115000000.0
386,6787370,110000000.0
387,6557739,533232000.0
388,6511735,533232000.0
389,6834179,162000000.0
390,6045378,390402000.0
391,5862222,280000000.0
392,6626542,200000000.0
393,6191776,920460000.0
394,6403421,45000000.0
395,6711435,474513000.0
396,6429157,237732600.0
397,6089925,233289000.0
398,6279606,269790000.0
399,6356478,95000000.0
400,6112461,140000000.0
401,6729096,257601840.0
402,6182182,130134000.0
403,6489958,533232000.0
404,6710570,74999990.0
405,6616419,484035000.0
406,6265980,88000000.0
407,5964993,365232180.0
408,6496874,62000000.0
409,6350164,174570000.0
410,6302658,140000000.0
411,5037346,347553000.0
412,4720439,366597000.0
413,6833795,160000000.0
414,5965444,82524000.0
415,6410752,75000000.0
416,2850318,295000000.0
417,3949389,536406000.0
418,6355368,135000000.0
419,6501379,584016000.0
420,6700805,130000000.0
421,6833589,60000000.0
422,5326917,1333080000.0
423,6399894,68500000.0
424,3020452,507840000.0
425,5433120,523710000.0
426,5471130,145000000.0
427,5036388,175000000.0
428,6701175,98000000.0
429,6423076,82000000.0
430,6626015,135000000.0
431,5940836,102000000.0
432,6717456,130000000.0
433,6127205,1444170000.0
434,6560112,730020000.0
435,6820532,78000000.0
436,5423078,153939000.0
437,5027375,170000000.0
438,6510558,158000000.0
439,6000091,90000000.0
440,4681192,434838000.0
441,6512775,82000000.0
442,6554667,395000000.0
443,6117158,80000000.0
444,6514935,136482000.0
445,6511088,215000000.0
446,6621326,155000000.0
447,6023915,175000000.0
448,6117191,428490000.0
449,5650077,160000000.0
450,6389658,59000000.0
451,6190313,1453692000.0
452,6178411,132000000.0
453,2897721,951882600.0
454,5079959,530000000.0
455,6329287,60400000.0
456,6115359,285342600.0
457,6511574,424998600.0
458,6779439,180000000.0
459,5657022,539580000.0
460,5100069,368184000.0
461,5078236,108000000.0
462,6624682,40000000.0
463,2272898,470000000.0
464,6655859,140354280.0
465,6288834,70000000.0
466,6443381,103000000.0
467,6702994,888720000.0
468,5039289,210000000.0
469,6832658,85000000.0
470,4073186,105000000.0
471,3360380,212658000.0
472,5434061,412620000.0
473,6725445,130134000.0
474,6116118,214245000.0
475,1801206,1047420000.0
476,6462068,132038400.0
477,5866235,240000000.0
478,5836233,231384600.0
479,5760004,74000000.0
480,5810959,486000000.0
481,6728798,70000000.0
482,6775471,138000000.0
483,6503566,348822600.0
484,5662217,78000000.0
485,6832632,45000000.0
486,6726989,793500000.0
487,6291665,88872000.0
488,6500313,317082600.0
489,5569214,250000000.0
490,6775305,138000000.0
491,6820396,174570000.0
492,6037604,72000000.0
493,6832322,482448000.0
494,6728810,50000000.0
495,6343322,220593000.0
496,6724713,387228000.0
497,6775234,65000000.0
498,6251270,132000000.0
499,5694787,336444000.0
500,4826573,108000000.0
501,5918832,70000000.0
502,6729667,539580000.0
503,6353492,553863000.0
504,6512977,180000000.0
505,6775203,50000000.0
506,6251239,155000000.0
507,6600928,169900000.0
508,5322482,90000000.0
509,6831830,49514400.0
510,6836377,79603920.0
511,6508809,250000000.0
512,5901411,270000000.0
513,5125446,55000000.0
514,5957648,78000000.0
515,6079747,115000000.0
516,6602494,365010000.0
517,6831808,145000000.0
518,6836370,125182560.0
519,4899544,175000000.0
520,5881376,1047420000.0
521,6393175,155526000.0
522,4643030,135000000.0
523,6185878,185679000.0
524,4771520,563385000.0
525,6831789,144417000.0
526,6836361,160223520.0
527,6365845,80000000.0
528,6834867,100000000.0
529,6641660,215832000.0
530,5992530,38000000.0
531,6101246,491970000.0
532,6060545,809370000.0
533,6831758,52000000.0
534,5952648,1520346000.0
535,1007205,475000000.0
536,5713401,225000000.0
537,6753942,272646600.0
538,6106727,139656000.0
539,5821265,440836860.0
540,5821248,687171000.0
541,6560078,55000000.0
542,5862268,128000000.0
543,6360871,609408000.0
544,6202179,196470600.0
545,6133981,399924000.0
546,6106699,296769000.0
547,6596471,444360000.0
548,5874028,171396000.0
549,6831687,70000000.0
550,5733182,68000000.0
551,6028680,277725000.0
552,6727475,95000000.0
553,6211465,220000000.0
554,6100906,110000000.0
555,6351880,255126120.0
556,5084617,350000000.0
557,5644393,888720000.0
558,5718437,184000000.0
559,6026250,428490000.0
560,5895241,450708000.0
561,5877070,60000000.0
562,3140283,680823000.0
563,6151107,533232000.0
564,6019825,618930000.0
565,6426276,730020000.0
566,6181535,125000000.0
567,5967559,631626000.0
568,6726287,253920000.0
569,5957735,80000000.0
570,5928498,231702000.0
571,6187408,523710000.0
572,6606001,140000000.0
573,5434234,253920000.0
574,6367307,793500000.0
575,5607389,105000000.0
576,6724605,269790000.0
577,6029530,92000000.0
578,5928432,244398000.0
579,6397272,140000000.0
580,6169105,53000000.0
581,5425813,730020000.0
582,4777324,180000000.0
583,6429133,269790000.0
584,5911952,1139466000.0
585,6112557,45000000.0
586,5248699,79990000.0
587,6712912,70000000.0
588,6812804,159000000.0
589,5900364,730020000.0
590,6507231,307878000.0
591,6714374,128000000.0
592,6122897,180000000.0
593,6640049,169000000.0
594,5226213,269790000.0
595,4659530,350000000.0
596,6601030,386339280.0
597,6585910,190122600.0
598,6835878,122199000.0
599,5758532,726846000.0
600,6727250,130451400.0
601,4870914,314226000.0
602,4985038,110000000.0
603,6753118,70000000.0
604,6454023,533232000.0
605,5432840,432997080.0
606,6190283,377706000.0
607,5021067,888720000.0
608,2470109,507840000.0
609,6739305,170000000.0
610,6841202,59000000.0
611,6703504,856980000.0
612,6598693,120000000.0
613,4594432,326922000.0
614,6835794,348000000.0
615,5495054,190000000.0
616,6404302,48000000.0
617,5395066,195000000.0
618,6840682,2800000.0
619,6523751,247572000.0
620,6603773,267885600.0
621,5791525,566241600.0
622,6835764,128324820.0
623,6030630,76000000.0
624,5822666,629900000.0
625,6551857,258046200.0
626,6509817,190000000.0
627,5607090,140000000.0
628,6703112,409446000.0
629,5901741,80000000.0
630,6432828,75000000.0
631,5552618,688758000.0
632,6617376,307084500.0
633,6619743,1555260000.0
634,6840370,154891200.0
635,5827850,285000000.0
636,6597204,228528000.0
637,6610383,190440000.0
638,4782673,130000000.0
639,5944116,85000000.0
640,5696638,105000000.0
641,6734573,40000000.0
642,6840352,360249000.0
643,4026704,140000000.0
644,6710814,126960000.0
645,4650727,945852000.0
646,6398362,390000000.0
647,6712966,317400000.0
648,5650043,250000000.0
649,6211455,140000000.0
650,6840105,1110900000.0
651,5100174,225195300.0
652,6604296,450000000.0
653,5284704,161874000.0
654,6835608,92014260.0
655,5765503,68000000.0
656,6727333,95000000.0
657,6188791,195000000.0
658,5639762,169000000.0
659,6555313,60623400.0
660,6065270,266616000.0
661,5006901,178000000.0
662,6835588,206310000.0
663,6713379,377706000.0
664,6509406,138220000.0
665,6138806,220000000.0
666,6731976,174000000.0
667,5044797,566241600.0
668,6022422,269790000.0
669,6040270,120000000.0
670,6835447,55000000.0
671,6503447,514188000.0
672,6492896,138069000.0
673,6015135,98076600.0
674,3941546,400000000.0
675,6713064,220000000.0
676,6701144,130000000.0
677,6831051,126960000.0
678,6122869,80000000.0
679,3890661,139500000.0
680,6122708,396750000.0
681,5471395,90000000.0
682,5910747,390370260.0
683,6007133,4443600000.0
684,6566327,424998600.0
685,5270436,618612600.0
686,6720150,555450000.0
687,5310230,355488000.0
688,6512255,696693000.0
689,5580477,132000000.0
690,6625138,2380500000.0
691,6132849,225000000.0
692,6704882,160000000.0
693,5429582,822066000.0
694,6560053,120000000.0
695,6420728,105000000.0
696,6191879,539580000.0
697,5772872,98000000.0
698,6626084,75000000.0
699,6708451,206310000.0
700,6711414,170000000.0
701,5892952,95000000.0
702,6040293,160000000.0
703,6529581,130000000.0
704,6450010,949026000.0
705,6723321,125000000.0
706,6628845,1587000000.0
707,6603879,545610600.0
708,6249424,533232000.0
709,6830784,163461000.0
710,6404295,69500000.0
711,6343462,666540000.0
712,6511175,130000000.0
713,6723041,257094000.0
714,6621223,68241000.0
715,6122745,764934000.0
716,5557393,219006000.0
717,6830738,230000000.0
718,4821213,438012000.0
719,6204827,569733000.0
720,3945167,504666000.0
721,6712331,222180000.0
722,6533029,409446000.0
723,6599700,200000000.0
724,6701250,365010000.0
725,6830722,110000000.0
726,6263043,190154340.0
727,6556684,48000000.0
728,6351630,333270000.0
729,6336980,80000000.0
730,6513037,100000000.0
731,6599726,200000000.0
732,5376309,650670000.0
733,6830458,760173000.0
734,6725343,170761200.0
735,6032970,180000000.0
736,6615156,51000000.0
737,6337217,195000000.0
738,6624825,396750000.0
739,6610002,533232000.0
740,2968947,663172386.0
741,6830354,95000000.0
742,5881334,1428300000.0
743,6823976,406272000.0
744,6353217,300000000.0
745,6474495,115000000.0
746,5896126,476100000.0
747,5723212,75000000.0
748,5100336,301530000.0
749,6830328,160001340.0
750,5660697,290000000.0
751,6717994,285660000.0
752,6353235,107503380.0
753,5968574,133308000.0
754,5637323,83000000.0
755,6601028,160000000.0
756,5357640,758586000.0
757,5079793,174000000.0
758,5832143,587190000.0
759,6823826,160000000.0
760,6722228,76176000.0
761,6700046,175363500.0
762,6731816,260000000.0
763,6194829,120000000.0
764,6700872,1079160000.0
765,5866265,125000000.0
766,6509716,61500000.0
767,5662847,145000000.0
768,6617958,172500000.0
769,6709587,57000000.0
770,6509551,253000000.0
771,1933271,793500000.0
772,6604325,130000000.0
773,6830064,460230000.0
774,6508027,174570000.0
775,6823722,140000000.0
776,5738773,345966000.0
777,6059114,293595000.0
778,6839656,135000000.0
779,6499035,96172200.0
780,5823603,120000000.0
781,6829957,104742000.0
782,5828014,180000000.0
783,6713354,449121000.0
784,6724900,257601840.0
785,5846290,277725000.0
786,6088684,63000000.0
787,5627077,507840000.0
788,5916768,83000000.0
789,4889343,388815000.0
790,6729269,104742000.0
791,6704681,305000000.0
792,6351510,688758000.0
793,5680194,215197200.0
794,6414550,507840000.0
795,6818388,399924000.0
796,6514395,104710260.0
797,6829448,70018440.0
798,6724347,169935960.0
799,6823473,80000000.0
800,6729013,85000000.0
801,5656304,272646600.0
802,6625426,220000000.0
803,6419749,135000000.0
804,6604302,135000000.0
805,6551900,4780.0
806,6361413,755412000.0
807,6823379,72000000.0
808,5681596,135000000.0
809,6466836,128000000.0
810,6621239,150288900.0
811,6818301,62000000.0
812,6183052,253602600.0
813,6829268,185361600.0
814,6506352,75922080.0
815,6823240,87221520.0
816,6511188,402751993.0
817,6699527,314226000.0
818,6433914,460388700.0
819,6818267,169900000.0
820,3728591,1424808600.0
821,6828498,119342400.0
822,6282944,53000000.0
823,6823215,221862600.0
824,5714091,618930000.0
825,6661069,23900.0
826,6732018,180000000.0
827,6818237,83540315.0
828,6704958,809370000.0
829,6828445,65067000.0
830,6557679,730020000.0
831,6823038,238050000.0
832,5812872,428490000.0
833,6672251,87000000.0
834,6346862,666540000.0
835,6818208,160092751.0
836,6597966,260000000.0
837,6717167,90000000.0
838,6351961,347553000.0
839,6822914,147000000.0
840,6722531,415794000.0
841,6399440,98000000.0
842,6839400,185000000.0
843,6443882,409446000.0
844,6604773,120000000.0
845,6827947,105000000.0
846,5637341,200000000.0
847,6033397,714150000.0
848,6009959,85000000.0
849,6111339,70000000.0
850,6131096,325000000.0
851,6818137,290000000.0
852,6820048,82936620.0
853,5866256,125000000.0
854,6725465,205000000.0
855,6822742,409446000.0
856,6426487,95000000.0
857,6000528,47000000.0
858,6731133,65000000.0
859,5643279,533232000.0
860,6343435,602742600.0
861,6827777,85000000.0
862,6726447,93093420.0
863,6822508,85000000.0
864,6560100,160000000.0
865,6692437,444360000.0
866,5571227,122000000.0
867,5857453,150000000.0
868,4212191,55000000.0
869,6827742,85000000.0
870,4880189,112000000.0
871,5839693,60000000.0
872,5838009,140000000.0
873,6692129,729702600.0
874,6624511,460388700.0
875,1367271,507840000.0
876,5698655,199962000.0
877,6827718,618930000.0
878,6095591,755412000.0
879,6712942,206310000.0
880,6263547,130000000.0
881,6685274,163238820.0
882,6732039,205000000.0
883,6022822,70000000.0
884,5890728,136900000.0
885,6433832,230000000.0
886,6148601,230000000.0
887,6326454,58000000.0
888,6429425,396750000.0
889,5945725,131721000.0
890,6621304,100615800.0
891,6704634,67000000.0
892,6691950,185000000.0
893,6827291,123786000.0
894,5952713,1253730000.0
895,6689290,155000000.0
896,5650060,150000000.0
897,6683143,71500000.0
898,5269300,1528154040.0
899,5094238,897575460.0
900,4899255,98000000.0
901,5633758,106000000.0
902,6183086,107947740.0
903,5497553,58000000.0
904,5716956,625278000.0
905,6054321,476100000.0
906,6353200,175000000.0
907,6817828,150000000.0
908,5571796,533232000.0
909,6065391,92998200.0
910,6720352,309465000.0
911,6821620,140000000.0
912,6358662,825240000.0
913,5058991,206310000.0
914,6513096,138000000.0
915,6817726,90000000.0
916,6710593,140259060.0
917,4812683,127594800.0
918,6060855,135000000.0
919,6821528,87285000.0
920,6122872,134069760.0
921,5449794,98000000.0
922,6731362,156880000.0
923,6817627,549102000.0
924,6710542,290547960.0
925,6826391,523392600.0
926,5321651,130000000.0
927,6707500,1587000000.0
928,6265986,65000000.0
929,6682214,180000000.0
930,6145024,90000000.0
931,6817618,230000000.0
932,5694818,396750000.0
933,6609989,371358000.0
934,6120968,603060000.0
935,6821507,260000000.0
936,3383953,536088600.0
937,5935088,73000000.0
938,6120316,210000000.0
939,6817549,185000000.0
940,6228948,121564200.0
941,6826372,758586000.0
942,6505987,420872400.0
943,6400624,115000000.0
944,6511118,310000000.0
945,6415207,113000000.0
946,5713125,545928000.0
947,6708633,199962000.0
948,3506340,265000000.0
949,6826354,311052000.0
950,5951705,165000000.0
951,6821479,707802000.0
952,6350721,128000000.0
953,6463109,67000000.0
954,6838872,80000000.0
955,6817242,309465000.0
956,6037354,349140000.0
957,5854809,726846000.0
958,6789937,135000000.0
959,6821433,647496000.0
960,6728919,221862600.0
961,6672104,118000000.0
962,6372367,1425126000.0
963,6817236,100000000.0
964,6074953,231000000.0
965,6826166,220000000.0
966,5859251,1333080000.0
967,6821328,135000000.0
968,6511215,136000000.0
969,6674252,95220000.0
970,6732255,2500965996.0
971,6817145,200000.0
972,6327159,533232000.0
973,6826156,78000000.0
974,6511096,342019776.0
975,6821285,920460000.0
976,6509705,120000000.0
977,5074842,135000000.0
978,6621459,301530000.0
979,6816945,850632000.0
980,5627119,628452000.0
981,6826128,349140000.0
982,6511413,75000000.0
983,4903783,428490000.0
984,4958532,536406000.0
985,6667405,1745382600.0
986,5969102,491970000.0
987,6816818,396750000.0
988,5365199,82000000.0
989,6826086,180000000.0
990,6187017,895068000.0
991,5931674,295000000.0
992,6722215,634800000.0
993,6175452,155000000.0
994,5757261,250000000.0
995,6701058,130000000.0
996,6711539,120612000.0
997,6826068,500857200.0
998,6618158,320000000.0
999,6820964,148162320.0
1000,6721604,200000000.0
1001,5904552,260966280.0
1002,6837115,460230000.0
1003,5588296,425316000.0
1004,5623720,745890000.0
1005,6826021,95000000.0
1006,5918844,85000000.0
1007,6624848,247572000.0
1008,6617802,89990000.0
1009,5904569,188853000.0
1010,5709140,125373000.0
1011,6816710,90141600.0
1012,6704949,102393240.0
1013,6825934,250000000.0
1014,2362615,856980000.0
1015,6820832,140925600.0
1016,6615308,301530000.0
1017,5863650,97000000.0
1018,6466007,130000000.0
1019,6493302,150000000.0
1020,6077151,779947020.0
1021,6426529,85698000.0
1022,5437093,234876000.0
1023,6820819,141900000.0
1024,4753713,140000000.0
1025,5585730,155526000.0
1026,6629148,135000000.0
1027,6555392,301530000.0
1028,6656398,120000000.0
1029,6825892,1206120000.0
1030,6118635,58000000.0
1031,2924764,232500000.0
1032,5952738,1142322600.0
1033,6274393,240000000.0
1034,6362337,74000000.0
1035,6708425,79350000.0
1036,5614362,793500000.0
1037,6825790,412302600.0
1038,5930491,158700000.0
1039,5881846,150000000.0
1040,5314719,326922000.0
1041,6697977,50000000.0
1042,5819293,666540000.0
1043,5280817,796674000.0
1044,6256376,133085820.0
1045,6079585,190440000.0
1046,5954786,347553000.0
1047,6681809,260603492.0
1048,6816422,2697900000.0
1049,6416840,507840000.0
1050,6288633,777630000.0
1051,6397849,396750000.0
1052,6466848,250000000.0
1053,6793133,180000000.0
1054,6666217,1047420000.0
1055,6083949,117438000.0
1056,6816371,234876000.0
1057,5998727,103155000.0
1058,3578151,110000000.0
1059,5168945,585603000.0
1060,5222007,698280000.0
1061,3794740,330096000.0
1062,6097439,822066000.0
1063,6680360,631626000.0
1064,6065246,225354000.0
1065,3952452,60000000.0
1066,6112393,120000000.0
1067,6340008,1555260000.0
1068,6328334,110000000.0
1069,6792901,195000000.0
1070,6250380,85000000.0
1071,5612421,199990000.0
1072,4052264,50000000.0
1073,5973458,65000000.0
1074,6288550,634800000.0
1075,6342811,73000000.0
1076,6800303,76000000.0
1077,6792879,145000000.0
1078,6401233,1313845560.0
1079,6570634,250000000.0
1080,6696943,657018000.0
1081,5514220,149178000.0
1082,6397312,155970360.0
1083,6602132,101568000.0
1084,6691143,476100000.0
1085,3124689,344537700.0
1086,3391200,2063100000.0
1087,6085174,165000000.0
1088,6815903,68000000.0
1089,5309467,140000000.0
1090,5832287,444360000.0
1091,6310943,491970000.0
1092,5815497,1364502600.0
1093,6792857,263442000.0
1094,6401353,1321621860.0
1095,6123332,160000000.0
1096,5100235,428490000.0
1097,5809572,647496000.0
1098,6099377,350000000.0
1099,6696305,193614000.0
1100,6407854,301530000.0
1101,6100059,539580000.0
1102,6325062,199000000.0
1103,5985173,888720000.0
1104,3138823,250746000.0
1105,3470325,1967880000.0
1106,6180507,650670000.0
1107,6693828,77000000.0
1108,6169591,35000000.0
1109,6792520,79350000.0
1110,6574671,82524000.0
1111,6563658,130000000.0
1112,6703462,428490000.0
1113,5305815,95000000.0
1114,1796413,304386600.0
1115,6696600,793500000.0
1116,5064173,350000000.0
1117,6791790,95000000.0
1118,6544124,349140000.0
1119,6401257,1313845560.0
1120,6477004,177585300.0
1121,6599864,240000000.0
1122,4881365,181552800.0
1123,6066241,964896000.0
1124,6343400,1063290000.0
1125,5427067,110000000.0
1126,5944802,52371000.0
1127,6561014,175000000.0
1128,6706785,347553000.0
1129,5180209,545928000.0
1130,5507019,336444000.0
1131,5474223,180000000.0
1132,6250355,135000000.0
1133,6400877,230000000.0
1134,5460491,180000000.0
1135,6099566,761760000.0
1136,6712367,856980000.0
1137,5633688,50000000.0
1138,6339943,698280000.0
1139,6598438,758586000.0
1140,6248549,253285200.0
1141,6792151,615756000.0
1142,6405290,300000000.0
1143,6581951,104424600.0
1144,6815433,634800000.0
1145,4949728,135000000.0
1146,3320279,420000000.0
